season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week1_judge1_score_rank,week1_judge2_score_rank,week1_judge3_score_rank,week1_judge4_score_rank,week2_judge1_score_rank,week2_judge2_score_rank,week2_judge3_score_rank,week2_judge4_score_rank,week3_judge1_score_rank,week3_judge2_score_rank,week3_judge3_score_rank,week3_judge4_score_rank,week4_judge1_score_rank,week4_judge2_score_rank,week4_judge3_score_rank,week4_judge4_score_rank,week5_judge1_score_rank,week5_judge2_score_rank,week5_judge3_score_rank,week5_judge4_score_rank,week6_judge1_score_rank,week6_judge2_score_rank,week6_judge3_score_rank,week6_judge4_score_rank,week7_judge1_score_rank,week7_judge2_score_rank,week7_judge3_score_rank,week7_judge4_score_rank,week8_judge1_score_rank,week8_judge2_score_rank,week8_judge3_score_rank,week8_judge4_score_rank,week9_judge1_score_rank,week9_judge2_score_rank,week9_judge3_score_rank,week9_judge4_score_rank,week10_judge1_score_rank,week10_judge2_score_rank,week10_judge3_score_rank,week10_judge4_score_rank,week11_judge1_score_rank,week11_judge2_score_rank,week11_judge3_score_rank,week11_judge4_score_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week1_judge1_score_percent,week1_judge2_score_percent,week1_judge3_score_percent,week1_judge4_score_percent,week2_judge1_score_percent,week2_judge2_score_percent,week2_judge3_score_percent,week2_judge4_score_percent,week3_judge1_score_percent,week3_judge2_score_percent,week3_judge3_score_percent,week3_judge4_score_percent,week4_judge1_score_percent,week4_judge2_score_percent,week4_judge3_score_percent,week4_judge4_score_percent,week5_judge1_score_percent,week5_judge2_score_percent,week5_judge3_score_percent,week5_judge4_score_percent,week6_judge1_score_percent,week6_judge2_score_percent,week6_judge3_score_percent,week6_judge4_score_percent,week7_judge1_score_percent,week7_judge2_score_percent,week7_judge3_score_percent,week7_judge4_score_percent,week8_judge1_score_percent,week8_judge2_score_percent,week8_judge3_score_percent,week8_judge4_score_percent,week9_judge1_score_percent,week9_judge2_score_percent,week9_judge3_score_percent,week9_judge4_score_percent,week10_judge1_score_percent,week10_judge2_score_percent,week10_judge3_score_percent,week10_judge4_score_percent,week11_judge1_score_percent,week11_judge2_score_percent,week11_judge3_score_percent,week11_judge4_score_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent,week_total_judge,age_group_label,region_label,judge_adjustment_factor,judge_adjustment_note,judge_score_original,judge_score_adjusted,week_judge1_weight,week_judge2_weight,week_judge3_weight,week_judge4_weight,week_total_judge_weighted,judge_score_weighted_adjusted,judge_score_final_adjusted,judge_score_final_percent,fan_votes_relative_percent
29,2,Monica Aldama,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,TV Personality,Alabama,United States,48,45-54,Eliminated Week 7,10,,,,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11,15,273.0,18.2,2.1447610589527217,0.7272727272727273,0.0586080586080586,-1.0257552890643449,0.2666666666666667,-0.4606060606060606,0.193939393939394,-0.3349862258953168,-0.1228282828282828,2,0.1818181818181818,-3.0,17.5,0.0,12,0.8,12,0.8,0.422948423489377,7.0,False,12,12,24,False,19,5.2631578947368425,0.4736842105263157,TV Personality,Alabama,United States,48,45-54,Eliminated Week 7,10,,,,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.7272727272727273,0.0586080586080586,-1.0257552890643449,0.2666666666666667,-0.4606060606060606,0.193939393939394,-0.3349862258953168,-0.1228282828282828,2,0.1818181818181818,-3.0,17.5,0.0,12,0.8,12,0.8,0.6805034751672747,7.0,False,0.0586080586080586,0.6864640791725105,0.1181553193458353,False,16.0,45-54,others,1.0733044097246225,age:45-54,16.0,17.17287055559396,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,15.990000067499544,17.162137583944272,17.162137583944272,0.06125959281514892,0.0595472607377767
29,2,Nelly,Daniella Karagach,5,4.6,0.6,Singer/Rapper,Texas,United States,45,45-54,3rd Place,3,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,2.0,17.0,0.0,6,0.4,6,0.4,0.919207054942964,,False,6,4,10,False,5,4.6,0.6,Singer/Rapper,Texas,United States,45,45-54,3rd Place,3,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,2.0,17.0,0.0,6,0.4,6,0.4,0.8152622236568041,,False,0.0659340659340659,0.8789983259635641,0.1421826914518301,False,18.0,45-54,United States - Texas,1.0733044097246225,age:45-54,18.0,19.319479375043205,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.0,19.319479375043205,19.319479375043205,0.06896014171469059,0.07624862551776419
29,2,Nev Schulman,Jenna Johnson,9,6.444444444444445,0.4444444444444444,Producer,New York,United States,35,35-44,2nd Place,2,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,15,273.0,18.2,2.1447610589527217,0.9545454545454546,0.0769230769230769,1.3055067315364397,0.9333333333333332,-0.0212121212121212,0.890909090909091,-0.0202479338842975,-0.0197979797979798,2,0.1818181818181818,1.0,20.5,0.0,2,0.1333333333333333,2,0.1333333333333333,0.945437286562224,,False,2,1,3,False,9,6.444444444444445,0.4444444444444444,Producer,New York,United States,35,35-44,2nd Place,2,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.9545454545454546,0.0769230769230769,1.3055067315364397,0.9333333333333332,-0.0212121212121212,0.890909090909091,-0.0202479338842975,-0.0197979797979798,2,0.1818181818181818,1.0,20.5,0.0,2,0.1333333333333333,2,0.1333333333333333,0.8979757508375767,,False,0.0769230769230769,0.9971738569304368,0.1634228275452927,False,21.0,35-44,United States - New York,1.0,无显著单向影响,21.0,21.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,21.0,21.0,21.0,0.07495869572340708,0.08649975062221579
29,2,Skai Jackson,Alan Bersten,9,6.111111111111111,0.2222222222222222,Actor/Actress,New York,United States,18,<25,Eliminated Week 10,5,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11,15,273.0,18.2,2.1447610589527217,0.6818181818181818,0.0549450549450549,-1.4920076931845017,0.1333333333333333,-0.5484848484848485,0.0909090909090908,-0.3739669421487603,-0.0731313131313131,2,0.1818181818181818,-6.0,18.0,0.0,14,0.9333333333333332,14,0.9333333333333332,0.3292127301088361,10.0,False,14,13,27,False,9,6.111111111111111,0.2222222222222222,Actor/Actress,New York,United States,18,<25,Eliminated Week 10,5,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.6818181818181818,0.0549450549450549,-1.4920076931845017,0.1333333333333333,-0.5484848484848485,0.0909090909090908,-0.3739669421487603,-0.0731313131313131,2,0.1818181818181818,-6.0,18.0,0.0,14,0.9333333333333332,14,0.9333333333333332,0.6324318693274984,10.0,False,0.0549450549450549,0.6177825981841583,0.1085345471988636,False,15.0,<25,United States - New York,0.9380668743242466,age:<25,15.0,14.0710031148637,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,15.0,14.0710031148637,14.0710031148637,0.050225906714770535,0.05358949225380875
29,2,Veron Davis,Peta Murgatroyd,15,7.4,0.1333333333333333,Athlete,Washington D.C.,United States,36,35-44,Eliminated Week 6,11,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,1.0,17.5,0.0,6,0.4,6,0.4,0.8800418446316098,6.0,False,6,8,14,False,15,7.4,0.1333333333333333,Athlete,Washington D.C.,United States,36,35-44,Eliminated Week 6,11,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,273.0,18.2,2.1447610589527217,0.8181818181818182,0.0659340659340659,-0.093250480824031,0.6666666666666667,-0.1515151515151515,0.5454545454545455,-0.1239669421487603,-0.101010101010101,2,0.1818181818181818,1.0,17.5,0.0,6,0.4,6,0.4,0.7797589200975985,6.0,False,0.0659340659340659,0.8282735909390554,0.1377825791750157,False,18.0,35-44,others,1.0,无显著单向影响,18.0,18.0,0.9900000674995444,0.9900000674995444,1.0199998650009112,1.0,18.0,18.0,18.0,0.06425031062006321,0.0718485132409498
29,3,AJ McLean,Cheryl Burke,25,5.8,0.32,Singer/Rapper,Florida,United States,42,35-44,Eliminated Week 9,7,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.875,0.0747330960854092,0.2707339233939956,0.5714285714285714,-0.3035714285714286,0.5,-0.265625,-0.173469387755102,3,0.2727272727272727,2.0,20.0,0.0,7,0.5,7,0.5,0.7395453487251284,9.0,False,7,10,17,False,25,5.8,0.32,Singer/Rapper,Florida,United States,42,35-44,Eliminated Week 9,7,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.875,0.0747330960854092,0.2707339233939956,0.5714285714285714,-0.3035714285714286,0.5,-0.265625,-0.173469387755102,3,0.2727272727272727,2.0,20.0,0.0,7,0.5,7,0.5,0.7528972981949745,9.0,False,0.0747330960854092,0.7931849270685541,0.1621819826623887,False,21.0,35-44,United States - Florida,1.0,无显著单向影响,21.0,21.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,21.0,21.0,21.0,0.07338644410200099,0.0874488865769795
29,3,Anne Heche,Keo Motsepe,9,9.88888888888889,0.1111111111111111,Actor/Actress,Ohio,United States,51,45-54,Eliminated Week 4,13,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.625,0.0533807829181494,-1.4786237354595178,0.1428571428571429,-0.4821428571428571,0.0892857142857143,-0.3013392857142857,-0.0688775510204081,3,0.2727272727272727,-3.0,16.5,0.0,13,0.9285714285714286,13,0.9285714285714286,0.3057960985292148,4.0,False,13,13,26,False,9,9.88888888888889,0.1111111111111111,Actor/Actress,Ohio,United States,51,45-54,Eliminated Week 4,13,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.625,0.0533807829181494,-1.4786237354595178,0.1428571428571429,-0.4821428571428571,0.0892857142857143,-0.3013392857142857,-0.0688775510204081,3,0.2727272727272727,-3.0,16.5,0.0,13,0.9285714285714286,13,0.9285714285714286,0.1781024616759927,4.0,False,0.0533807829181494,0.0,0.0533807829181494,True,15.0,45-54,others,1.0733044097246225,age:45-54,15.0,16.09956614586934,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,15.0,16.09956614586934,16.09956614586934,0.056261424334776565,0.0
29,3,Carole Baskin,Pasha Pashkov,7,10.428571428571429,0.1428571428571428,TV Personality,Texas,United States,59,55-64,Eliminated Week 3,14,,,,,,,,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.5,0.0427046263345195,-2.3533025648862744,0.0714285714285714,-0.4285714285714286,0.0357142857142857,-0.2142857142857143,-0.0306122448979591,3,0.2727272727272727,-4.0,14.0,0.0,14,1.0,14,1.0,0.0361425456894928,3.0,True,14,14,28,True,7,10.428571428571429,0.1428571428571428,TV Personality,Texas,United States,59,55-64,Eliminated Week 3,14,,,,,,,,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.5,0.0427046263345195,-2.3533025648862744,0.0714285714285714,-0.4285714285714286,0.0357142857142857,-0.2142857142857143,-0.0306122448979591,3,0.2727272727272727,-4.0,14.0,0.0,14,1.0,14,1.0,0.4513401768653913,3.0,True,0.0427046263345195,0.3770528602995276,0.0842748222479995,False,12.0,55-64,United States - Texas,1.0901192386498493,age:55-64,12.0,13.081430863798191,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,12.0,13.081430863798191,13.081430863798191,0.045714271183824595,0.04157019591347993
29,3,Chrishell Stause,Gleb Savchenko,13,8.461538461538462,0.0,Actor/Actress,Kentucky,United States,39,35-44,Eliminated Week 8,8,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.9166666666666666,0.0782918149466192,0.5622935332029145,0.7857142857142857,-0.1309523809523809,0.7202380952380952,-0.1200396825396825,-0.102891156462585,3,0.2727272727272727,4.0,20.0,0.0,4,0.2857142857142857,4,0.2857142857142857,0.8486663609777156,8.0,False,4,7,11,False,13,8.461538461538462,0.0,Actor/Actress,Kentucky,United States,39,35-44,Eliminated Week 8,8,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.9166666666666666,0.0782918149466192,0.5622935332029145,0.7857142857142857,-0.1309523809523809,0.7202380952380952,-0.1200396825396825,-0.102891156462585,3,0.2727272727272727,4.0,20.0,0.0,4,0.2857142857142857,4,0.2857142857142857,0.7892880269586359,8.0,False,0.0782918149466192,0.8434021101511009,0.1712771616828088,False,22.0,35-44,others,1.0,无显著单向影响,22.0,22.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,21.98000008399965,21.98000008399965,21.98000008399965,0.07681114512030558,0.09298534673618963
29,3,Jeannie Mai,Brandon Armstrong,8,9.125,0.125,TV Personality,California,United States,41,35-44,Withdrew,9,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.9166666666666666,0.0782918149466192,0.5622935332029145,0.7857142857142857,-0.1309523809523809,0.7202380952380952,-0.1200396825396825,-0.102891156462585,3,0.2727272727272727,4.0,20.0,0.0,4,0.2857142857142857,4,0.2857142857142857,0.8956058430933836,7.0,False,4,3,7,False,8,9.125,0.125,TV Personality,California,United States,41,35-44,Withdrew,9,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.9166666666666666,0.0782918149466192,0.5622935332029145,0.7857142857142857,-0.1309523809523809,0.7202380952380952,-0.1200396825396825,-0.102891156462585,3,0.2727272727272727,4.0,20.0,0.0,4,0.2857142857142857,4,0.2857142857142857,0.7857466923471514,7.0,False,0.0782918149466192,0.8385152652160508,0.1707383854985161,False,22.0,35-44,United States - California,1.0,无显著单向影响,22.0,22.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,21.98000008399965,21.98000008399965,21.98000008399965,0.07681114512030558,0.09244657055189692
29,3,Jesse Metcalfe,Sharna Burgess,14,6.571428571428571,0.3571428571428571,Actor/Actress,California,United States,41,35-44,Eliminated Week 5,12,,,,,,,,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.8333333333333334,0.0711743772241993,-0.0208256864149232,0.4285714285714286,-0.4047619047619047,0.3571428571428572,-0.3373015873015873,-0.173469387755102,3,0.2727272727272727,0.0,20.0,0.0,9,0.6428571428571429,9,0.6428571428571429,0.6046852656783348,5.0,False,9,11,20,False,14,6.571428571428571,0.3571428571428571,Actor/Actress,California,United States,41,35-44,Eliminated Week 5,12,,,,,,,,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.8333333333333334,0.0711743772241993,-0.0208256864149232,0.4285714285714286,-0.4047619047619047,0.3571428571428572,-0.3373015873015873,-0.173469387755102,3,0.2727272727272727,0.0,20.0,0.0,9,0.6428571428571429,9,0.6428571428571429,0.6735067374264567,5.0,False,0.0711743772241993,0.6836303657672211,0.1465448391132081,False,20.0,35-44,United States - California,1.0,无显著单向影响,20.0,20.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,19.960000167999297,19.960000167999297,19.960000167999297,0.0697520684097529,0.07537046188900885
29,3,Johnny Weir,Britt Stewart,6,10.0,0.0,Athlete,Pennsylvania,United States,36,35-44,Eliminated Week 10,6,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,14,281.0,20.071428571428573,3.4298303549499733,1.0,0.0854092526690391,1.1454127528207525,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,6.0,21.0,0.0,1,0.0714285714285714,1,0.0714285714285714,0.8805127020254664,10.0,False,1,5,6,False,6,10.0,0.0,Athlete,Pennsylvania,United States,36,35-44,Eliminated Week 10,6,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,1.0,0.0854092526690391,1.1454127528207525,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,6.0,21.0,0.0,1,0.0714285714285714,1,0.0714285714285714,0.8496974678842716,10.0,False,0.0854092526690391,0.9267637810475132,0.1875852497243539,False,24.0,35-44,United States - Pennsylvania,1.0,无显著单向影响,24.0,24.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,24.0,24.0,24.0,0.08387022183085828,0.10217599705531477
29,3,Justina Machado,Sasha Farber,12,6.083333333333333,0.1666666666666666,Actor/Actress,Illinois,United States,48,45-54,4th Place,4,,,,,,,,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.7916666666666666,0.0676156583629893,-0.3123852962238421,0.3571428571428571,-0.4345238095238095,0.2827380952380952,-0.3439980158730158,-0.1551870748299319,3,0.2727272727272727,-2.0,20.0,0.0,10,0.7142857142857143,10,0.7142857142857143,0.5557624820554501,,False,10,12,22,False,12,6.083333333333333,0.1666666666666666,Actor/Actress,Illinois,United States,48,45-54,4th Place,4,,,,,,,,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.7916666666666666,0.0676156583629893,-0.3123852962238421,0.3571428571428571,-0.4345238095238095,0.2827380952380952,-0.3439980158730158,-0.1551870748299319,3,0.2727272727272727,-2.0,20.0,0.0,10,0.7142857142857143,10,0.7142857142857143,0.2211627331709131,,False,0.0676156583629893,0.0594207813558232,0.0741668181137239,False,19.0,45-54,United States - Illinois,1.0733044097246225,age:45-54,19.0,20.39278378476783,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,18.98000008399965,20.37131778673053,20.37131778673053,0.0711894559066666,0.0065511597507346125
29,3,Kaitlyn Bristowe,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,TV Personality,Unknown,Canada,35,35-44,1st Place,1,,,,,,,,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.9583333333333334,0.0818505338078291,0.8538531430118335,0.8571428571428572,-0.1011904761904761,0.8214285714285715,-0.0969742063492063,-0.086734693877551,3,0.2727272727272727,1.0,22.5,0.0,3,0.2142857142857142,3,0.2142857142857142,0.9024776733109044,,False,3,2,5,False,12,7.416666666666667,0.0833333333333333,TV Personality,Unknown,Canada,35,35-44,1st Place,1,,,,,,,,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.9583333333333334,0.0818505338078291,0.8538531430118335,0.8571428571428572,-0.1011904761904761,0.8214285714285715,-0.0969742063492063,-0.086734693877551,3,0.2727272727272727,1.0,22.5,0.0,3,0.2142857142857142,3,0.2142857142857142,0.8259781692963748,,False,0.0818505338078291,0.894032467324348,0.1804178932761046,False,23.0,35-44,others,1.0,无显著单向影响,23.0,23.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,22.960000167999294,22.960000167999294,22.960000167999294,0.08023584613861016,0.09856735946827547
29,3,Monica Aldama,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,TV Personality,Alabama,United States,48,45-54,Eliminated Week 7,10,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.875,0.0747330960854092,0.2707339233939956,0.5714285714285714,-0.3035714285714286,0.5,-0.265625,-0.173469387755102,3,0.2727272727272727,5.0,18.5,0.0,7,0.5,7,0.5,0.879562055921466,7.0,False,7,6,13,False,19,5.2631578947368425,0.4736842105263157,TV Personality,Alabama,United States,48,45-54,Eliminated Week 7,10,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.875,0.0747330960854092,0.2707339233939956,0.5714285714285714,-0.3035714285714286,0.5,-0.265625,-0.173469387755102,3,0.2727272727272727,5.0,18.5,0.0,7,0.5,7,0.5,0.6692853365796959,7.0,False,0.0747330960854092,0.6778050672258441,0.1494613169861726,False,21.0,45-54,others,1.0733044097246225,age:45-54,21.0,22.53939260421707,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,21.0,22.53939260421707,22.53939260421707,0.07876599406868717,0.07472822090076338
29,3,Nelly,Daniella Karagach,5,4.6,0.6,Singer/Rapper,Texas,United States,45,45-54,3rd Place,3,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,14,281.0,20.071428571428573,3.4298303549499733,0.75,0.0640569395017793,-0.603944906032761,0.2857142857142857,-0.4642857142857143,0.2142857142857142,-0.3482142857142857,-0.1326530612244898,3,0.2727272727272727,0.0,18.0,0.0,11,0.7857142857142857,11,0.7857142857142857,0.7823369690427937,,False,11,9,20,False,5,4.6,0.6,Singer/Rapper,Texas,United States,45,45-54,3rd Place,3,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,0.75,0.0640569395017793,-0.603944906032761,0.2857142857142857,-0.4642857142857143,0.2142857142857142,-0.3482142857142857,-0.1326530612244898,3,0.2727272727272727,0.0,18.0,0.0,11,0.7857142857142857,11,0.7857142857142857,0.6759960876278788,,False,0.0640569395017793,0.6870655306861005,0.1398061293987378,False,18.0,45-54,United States - Texas,1.0733044097246225,age:45-54,18.0,19.319479375043205,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,18.0,19.319479375043205,19.319479375043205,0.06751370920173187,0.07574918989695843
29,3,Nev Schulman,Jenna Johnson,9,6.444444444444445,0.4444444444444444,Producer,New York,United States,35,35-44,2nd Place,2,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,14,281.0,20.071428571428573,3.4298303549499733,1.0,0.0854092526690391,1.1454127528207525,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,3.0,22.5,0.0,1,0.0714285714285714,1,0.0714285714285714,0.9517475480539532,,False,1,1,2,False,9,6.444444444444445,0.4444444444444444,Producer,New York,United States,35,35-44,2nd Place,2,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,281.0,20.071428571428573,3.4298303549499733,1.0,0.0854092526690391,1.1454127528207525,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,3.0,22.5,0.0,1,0.0714285714285714,1,0.0714285714285714,0.902769329266762,,False,0.0854092526690391,1.0,0.1956595657961081,False,24.0,35-44,United States - New York,1.0,无显著单向影响,24.0,24.0,0.9800000839996472,1.0399998320007056,0.9800000839996472,1.0,24.0,24.0,24.0,0.08387022183085828,0.11025031312706902
