celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_judge_score,week2_total_judge_score,week3_total_judge_score,week4_total_judge_score,week5_total_judge_score,week6_total_judge_score,week7_total_judge_score,week8_total_judge_score,week9_total_judge_score,week10_total_judge_score,week11_total_judge_score,week1_judge_rank,week2_judge_rank,week3_judge_rank,week4_judge_rank,week5_judge_rank,week6_judge_rank,week7_judge_rank,week8_judge_rank,week9_judge_rank,week10_judge_rank,week11_judge_rank
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,31.0,32.0,28.0,39.0,32.0,35.0,39.0,37.5,38.5,39.6666,,2.0,1.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,28.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,5.0,7.0,8.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.5,8.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.6666,9.6666,10.0,,,,,27.0,32.0,34.0,32.0,39.0,36.0,42.0,39.5,38.0,39.333200000000005,,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,25.0,26.0,30.0,34.0,30.5,0.0,0.0,0.0,0.0,,7.0,9.0,7.0,8.0,4.0,7.0,Eliminated,Eliminated,Eliminated,Eliminated,
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,22.5,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,4.0,11.0,4.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7.0,6.0,6.0,,8.0,7.5,8.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,9.0,8.5,9.0,,8.5,8.0,9.0,,9.7777,9.3333,9.7777,10.0,,,,,19.0,24.0,21.0,24.0,29.0,31.0,30.0,26.5,25.5,38.8887,,5.0,1.0,6.0,4.0,2.0,6.0,1.0,3.0,3.0,3.0,
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,22.0,24.0,25.0,29.0,30.0,39.0,27.0,30.0,29.0,40.0,,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6.0,6.0,6.0,,6.5,6.0,6.5,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,10.0,6.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7.0,7.0,6.0,,6.5,6.5,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,20.0,19.5,21.0,24.0,27.0,36.0,0.0,0.0,0.0,0.0,,4.0,8.0,6.0,4.0,4.0,4.0,Eliminated,Eliminated,Eliminated,Eliminated,
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,15.0,19.5,21.0,24.0,25.0,37.0,24.5,0.0,0.0,0.0,,12.0,8.0,6.0,4.0,6.0,3.0,6.0,Eliminated,Eliminated,Eliminated,
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7.0,6.0,6.0,,7.5,7.0,7.5,,8.0,7.0,7.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,7.0,8.0,9.5,9.5,9.5,,8.0,8.0,8.0,,9.0,9.5,9.5,,0.0,0.0,0.0,0.0,,,,,19.0,22.0,22.0,27.0,27.0,31.0,28.5,24.0,0.0,0.0,,5.0,6.0,5.0,2.0,4.0,6.0,2.0,4.0,Eliminated,Eliminated,
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,22.0,22.5,27.0,26.0,28.0,40.0,25.5,27.0,28.5,40.0,,1.0,4.0,1.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,19.0,21.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,,7.0,10.0,6.0,10.0,9.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,16.0,20.5,23.0,24.0,25.0,30.0,28.5,23.5,24.0,0.0,,11.0,7.0,3.0,4.0,6.0,8.0,2.0,5.0,4.0,Eliminated,
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,21.0,23.5,23.0,24.0,24.0,36.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,4.0,8.0,4.0,Eliminated,Eliminated,Eliminated,Eliminated,
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6.0,7.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,Eliminated,Eliminated,Eliminated,Eliminated,,,,,,,
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,Eliminated,Eliminated,Eliminated,Eliminated,,,,,,,
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6.0,5.0,6.0,,7.5,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,0.0,,,,,,,,8.0,Eliminated,Eliminated,Eliminated,,,,,,,
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7.0,6.0,7.0,,8.5,9.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,0.0,0.0,,,,,,,,7.0,Eliminated,Eliminated,Eliminated,,,,,,,
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,31.5,0.0,0.0,,,,,,,,5.0,5.0,Eliminated,Eliminated,,,,,,,
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7.0,7.0,7.0,,8.5,8.5,8.0,8.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,33.0,0.0,0.0,,,,,,,,5.0,3.0,Eliminated,Eliminated,,,,,,,
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,37.0,0.0,0.0,,,,,,,,3.0,1.0,Eliminated,Eliminated,,,,,,,
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,35.0,28.0,,,,,,,,3.0,3.0,3.0,3.0,,,,,,,
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,31.5,38.0,28.5,,,,,,,,1.0,5.0,2.0,2.0,,,,,,,
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,37.0,41.0,29.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,22.0,26.0,30.0,24.0,29.0,30.0,28.0,0.0,0.0,,,3.0,1.0,1.0,4.0,1.0,1.0,3.0,Eliminated,Eliminated,,
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,18.0,24.0,27.0,24.0,24.0,29.0,29.5,29.0,30.0,,,9.0,5.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,,
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,19.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,9.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,,
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,18.0,21.5,21.0,21.0,24.0,19.0,0.0,0.0,0.0,,,9.0,8.0,9.0,7.0,6.0,8.0,Eliminated,Eliminated,Eliminated,,
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,20.0,26.0,27.0,29.0,27.0,30.0,29.0,27.5,30.0,,,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,,
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,20.0,23.0,24.0,26.0,25.0,0.0,0.0,0.0,0.0,,,5.0,7.0,7.0,2.0,5.0,Eliminated,Eliminated,Eliminated,Eliminated,,
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,23.0,23.5,26.0,22.0,26.0,26.0,0.0,0.0,0.0,,,1.0,6.0,5.0,6.0,4.0,5.0,Eliminated,Eliminated,Eliminated,,
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,,
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,20.0,19.5,23.0,20.0,21.0,22.0,26.5,22.5,27.0,,,5.0,10.0,8.0,8.0,8.0,6.0,5.0,4.0,4.0,,
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,23.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,2.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,,
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,22.0,24.5,26.0,25.0,29.0,27.0,27.5,29.0,28.5,,,3.0,4.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,,
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,14.0,17.5,18.0,15.0,17.0,22.0,23.5,0.0,0.0,,,12.0,11.0,10.0,9.0,9.0,6.0,6.0,Eliminated,Eliminated,,
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,21.0,24.0,26.0,24.0,27.0,24.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,8.0,5.0,1.0,6.0,Eliminated,Eliminated,Eliminated,Eliminated
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,21.0,20.0,23.0,28.0,26.0,27.0,27.0,31.9998,36.0,0.0,0.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,3.0,Eliminated,Eliminated
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,16.0,20.0,20.0,32.0,26.0,26.0,25.5,29.9998,37.0,28.5,29.5,7.0,3.0,6.0,1.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,10.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,18.0,23.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,5.0,5.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,16.0,15.0,21.0,19.0,21.0,21.0,20.0,0.0,0.0,0.0,11.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,Eliminated,Eliminated,Eliminated
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated,Eliminated
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,19.0,19.0,20.0,32.0,23.0,26.0,27.0,24.0,35.0,27.0,28.5,3.0,6.0,6.0,1.0,7.0,3.0,1.0,5.0,5.0,3.0,4.0
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,16.0,20.0,24.0,32.0,27.0,25.0,27.0,30.0,40.0,29.5,30.0,7.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0
